model_code,risk_factor_code,score
pharmaceutical_industries_cleaning_activity_medium_model,staff,45
pharmaceutical_industries_cleaning_activity_medium_model,technology,35
pharmaceutical_industries_cleaning_activity_medium_model,financial,50
pharmaceutical_industries_cleaning_activity_medium_model,reputation,40
pharmaceutical_industries_cleaning_activity_large_model,competition,55
pharmaceutical_industries_cleaning_activity_large_model,regulatory,35
pharmaceutical_industries_cleaning_activity_large_model,demand,45
pharmaceutical_industries_cleaning_activity_large_model,location,50
pharmaceutical_industries_cleaning_activity_large_model,staff,40
pharmaceutical_industries_cleaning_activity_large_model,technology,30
pharmaceutical_industries_cleaning_activity_large_model,financial,45
pharmaceutical_industries_cleaning_activity_large_model,reputation,35
pharmaceutical_industries_security_activity_small_model,competition,65
pharmaceutical_industries_security_activity_small_model,regulatory,45
pharmaceutical_industries_security_activity_small_model,demand,55
pharmaceutical_industries_security_activity_small_model,location,60
pharmaceutical_industries_security_activity_small_model,staff,50
pharmaceutical_industries_security_activity_small_model,technology,40
pharmaceutical_industries_security_activity_small_model,financial,55
pharmaceutical_industries_security_activity_small_model,reputation,45
pharmaceutical_industries_security_activity_medium_model,competition,60
pharmaceutical_industries_security_activity_medium_model,regulatory,40
pharmaceutical_industries_security_activity_medium_model,demand,50
pharmaceutical_industries_security_activity_medium_model,location,55
pharmaceutical_industries_security_activity_medium_model,staff,45
pharmaceutical_industries_security_activity_medium_model,technology,35
pharmaceutical_industries_security_activity_medium_model,financial,50
pharmaceutical_industries_security_activity_medium_model,reputation,40
pharmaceutical_industries_security_activity_large_model,competition,55
pharmaceutical_industries_security_activity_large_model,regulatory,35
pharmaceutical_industries_security_activity_large_model,demand,45
pharmaceutical_industries_security_activity_large_model,location,50
pharmaceutical_industries_security_activity_large_model,staff,40
pharmaceutical_industries_security_activity_large_model,technology,30
pharmaceutical_industries_security_activity_large_model,financial,45
pharmaceutical_industries_security_activity_large_model,reputation,35
chemical_industries_consulting_activity_small_model,competition,65
chemical_industries_consulting_activity_small_model,regulatory,45
chemical_industries_consulting_activity_small_model,demand,55
chemical_industries_consulting_activity_small_model,location,60
chemical_industries_consulting_activity_small_model,staff,50
chemical_industries_consulting_activity_small_model,technology,40
chemical_industries_consulting_activity_small_model,financial,55
chemical_industries_consulting_activity_small_model,reputation,45
chemical_industries_consulting_activity_medium_model,competition,60
chemical_industries_consulting_activity_medium_model,regulatory,40
chemical_industries_consulting_activity_medium_model,demand,50
chemical_industries_consulting_activity_medium_model,location,55
chemical_industries_consulting_activity_medium_model,staff,45
chemical_industries_consulting_activity_medium_model,technology,35
chemical_industries_consulting_activity_medium_model,financial,50
chemical_industries_consulting_activity_medium_model,reputation,40
chemical_industries_consulting_activity_large_model,competition,55
chemical_industries_consulting_activity_large_model,regulatory,35
chemical_industries_consulting_activity_large_model,demand,45
chemical_industries_consulting_activity_large_model,location,50
chemical_industries_consulting_activity_large_model,staff,40
chemical_industries_consulting_activity_large_model,technology,30
chemical_industries_consulting_activity_large_model,financial,45
chemical_industries_consulting_activity_large_model,reputation,35
chemical_industries_maintenance_activity_small_model,competition,65
chemical_industries_maintenance_activity_small_model,regulatory,45
chemical_industries_maintenance_activity_small_model,demand,55
chemical_industries_maintenance_activity_small_model,location,60
chemical_industries_maintenance_activity_small_model,staff,50
chemical_industries_maintenance_activity_small_model,technology,40
chemical_industries_maintenance_activity_small_model,financial,55
chemical_industries_maintenance_activity_small_model,reputation,45
chemical_industries_maintenance_activity_medium_model,competition,60
chemical_industries_maintenance_activity_medium_model,regulatory,40
chemical_industries_maintenance_activity_medium_model,demand,50
chemical_industries_maintenance_activity_medium_model,location,55
chemical_industries_maintenance_activity_medium_model,staff,45
chemical_industries_maintenance_activity_medium_model,technology,35
chemical_industries_maintenance_activity_medium_model,financial,50
chemical_industries_maintenance_activity_medium_model,reputation,40
chemical_industries_maintenance_activity_large_model,competition,55
chemical_industries_maintenance_activity_large_model,regulatory,35
chemical_industries_maintenance_activity_large_model,demand,45
chemical_industries_maintenance_activity_large_model,location,50
chemical_industries_maintenance_activity_large_model,staff,40
chemical_industries_maintenance_activity_large_model,technology,30
chemical_industries_maintenance_activity_large_model,financial,45
chemical_industries_maintenance_activity_large_model,reputation,35
chemical_industries_cleaning_activity_small_model,competition,65
chemical_industries_cleaning_activity_small_model,regulatory,45
chemical_industries_cleaning_activity_small_model,demand,55
chemical_industries_cleaning_activity_small_model,location,60
chemical_industries_cleaning_activity_small_model,staff,50
chemical_industries_cleaning_activity_small_model,technology,40
chemical_industries_cleaning_activity_small_model,financial,55
chemical_industries_cleaning_activity_small_model,reputation,45
chemical_industries_cleaning_activity_medium_model,competition,60
chemical_industries_cleaning_activity_medium_model,regulatory,40
chemical_industries_cleaning_activity_medium_model,demand,50
chemical_industries_cleaning_activity_medium_model,location,55
chemical_industries_cleaning_activity_medium_model,staff,45
chemical_industries_cleaning_activity_medium_model,technology,35
chemical_industries_cleaning_activity_medium_model,financial,50
chemical_industries_cleaning_activity_medium_model,reputation,40
chemical_industries_cleaning_activity_large_model,competition,55
chemical_industries_cleaning_activity_large_model,regulatory,35
chemical_industries_cleaning_activity_large_model,demand,45
chemical_industries_cleaning_activity_large_model,location,50
chemical_industries_cleaning_activity_large_model,staff,40
chemical_industries_cleaning_activity_large_model,technology,30
chemical_industries_cleaning_activity_large_model,financial,45
chemical_industries_cleaning_activity_large_model,reputation,35
chemical_industries_security_activity_small_model,competition,65
chemical_industries_security_activity_small_model,regulatory,45
chemical_industries_security_activity_small_model,demand,55
chemical_industries_security_activity_small_model,location,60
chemical_industries_security_activity_small_model,staff,50
chemical_industries_security_activity_small_model,technology,40
chemical_industries_security_activity_small_model,financial,55
chemical_industries_security_activity_small_model,reputation,45
chemical_industries_security_activity_medium_model,competition,60
chemical_industries_security_activity_medium_model,regulatory,40
chemical_industries_security_activity_medium_model,demand,50
