activity_detail_code,code,name_ar,name_en,size_category,model_type,capex_min,capex_max,revenue_min,revenue_max,employee_count_min,employee_count_max,typical_roi_months,is_published
beauty_consulting_activity_medium,beauty_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
beauty_consulting_activity_large,beauty_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
beauty_maintenance_activity_small,beauty_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
beauty_maintenance_activity_medium,beauty_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
beauty_maintenance_activity_large,beauty_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
beauty_cleaning_activity_small,beauty_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
beauty_cleaning_activity_medium,beauty_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
beauty_cleaning_activity_large,beauty_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
beauty_security_activity_small,beauty_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
beauty_security_activity_medium,beauty_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
beauty_security_activity_large,beauty_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
food_beverage_restaurants_activity_small,food_beverage_restaurants_activity_small_model,نموذج المطاعم صغير,Small Restaurants Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
food_beverage_restaurants_activity_medium,food_beverage_restaurants_activity_medium_model,نموذج المطاعم متوسط,Medium Restaurants Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
food_beverage_restaurants_activity_large,food_beverage_restaurants_activity_large_model,نموذج المطاعم كبير,Large Restaurants Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
food_beverage_cafes_activity_small,food_beverage_cafes_activity_small_model,نموذج المقاهي صغير,Small Cafes Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
food_beverage_cafes_activity_medium,food_beverage_cafes_activity_medium_model,نموذج المقاهي متوسط,Medium Cafes Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
food_beverage_cafes_activity_large,food_beverage_cafes_activity_large_model,نموذج المقاهي كبير,Large Cafes Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
food_beverage_catering_activity_small,food_beverage_catering_activity_small_model,نموذج التموين صغير,Small Catering Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
food_beverage_catering_activity_medium,food_beverage_catering_activity_medium_model,نموذج التموين متوسط,Medium Catering Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
food_beverage_catering_activity_large,food_beverage_catering_activity_large_model,نموذج التموين كبير,Large Catering Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
food_beverage_fast_food_activity_small,food_beverage_fast_food_activity_small_model,نموذج الوجبات السريعة صغير,Small Fast Food Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
food_beverage_fast_food_activity_medium,food_beverage_fast_food_activity_medium_model,نموذج الوجبات السريعة متوسط,Medium Fast Food Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
food_beverage_fast_food_activity_large,food_beverage_fast_food_activity_large_model,نموذج الوجبات السريعة كبير,Large Fast Food Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
security_safety_software_activity_small,security_safety_software_activity_small_model,نموذج البرمجيات صغير,Small Software Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
security_safety_software_activity_medium,security_safety_software_activity_medium_model,نموذج البرمجيات متوسط,Medium Software Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
security_safety_software_activity_large,security_safety_software_activity_large_model,نموذج البرمجيات كبير,Large Software Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
security_safety_hardware_activity_small,security_safety_hardware_activity_small_model,نموذج الأجهزة صغير,Small Hardware Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
security_safety_hardware_activity_medium,security_safety_hardware_activity_medium_model,نموذج الأجهزة متوسط,Medium Hardware Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
security_safety_hardware_activity_large,security_safety_hardware_activity_large_model,نموذج الأجهزة كبير,Large Hardware Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
security_safety_it_services_activity_small,security_safety_it_services_activity_small_model,نموذج خدمات تكنولوجيا المعلومات صغير,Small IT Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
security_safety_it_services_activity_medium,security_safety_it_services_activity_medium_model,نموذج خدمات تكنولوجيا المعلومات متوسط,Medium IT Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
security_safety_it_services_activity_large,security_safety_it_services_activity_large_model,نموذج خدمات تكنولوجيا المعلومات كبير,Large IT Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
security_safety_telecom_activity_small,security_safety_telecom_activity_small_model,نموذج الاتصالات صغير,Small Telecommunications Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
security_safety_telecom_activity_medium,security_safety_telecom_activity_medium_model,نموذج الاتصالات متوسط,Medium Telecommunications Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
security_safety_telecom_activity_large,security_safety_telecom_activity_large_model,نموذج الاتصالات كبير,Large Telecommunications Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
laboratories_consulting_activity_small,laboratories_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
laboratories_consulting_activity_medium,laboratories_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
laboratories_consulting_activity_large,laboratories_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
laboratories_maintenance_activity_small,laboratories_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
laboratories_maintenance_activity_medium,laboratories_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
laboratories_maintenance_activity_large,laboratories_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
laboratories_cleaning_activity_small,laboratories_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
laboratories_cleaning_activity_medium,laboratories_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
laboratories_cleaning_activity_large,laboratories_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
laboratories_security_activity_small,laboratories_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
laboratories_security_activity_medium,laboratories_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
laboratories_security_activity_large,laboratories_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
research_development_residential_activity_small,research_development_residential_activity_small_model,نموذج السكني صغير,Small Residential Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
research_development_residential_activity_medium,research_development_residential_activity_medium_model,نموذج السكني متوسط,Medium Residential Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
research_development_residential_activity_large,research_development_residential_activity_large_model,نموذج السكني كبير,Large Residential Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
research_development_commercial_activity_small,research_development_commercial_activity_small_model,نموذج التجاري صغير,Small Commercial Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
research_development_commercial_activity_medium,research_development_commercial_activity_medium_model,نموذج التجاري متوسط,Medium Commercial Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
research_development_commercial_activity_large,research_development_commercial_activity_large_model,نموذج التجاري كبير,Large Commercial Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
research_development_industrial_activity_small,research_development_industrial_activity_small_model,نموذج الصناعي صغير,Small Industrial Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
research_development_industrial_activity_medium,research_development_industrial_activity_medium_model,نموذج الصناعي متوسط,Medium Industrial Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
research_development_industrial_activity_large,research_development_industrial_activity_large_model,نموذج الصناعي كبير,Large Industrial Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
research_development_brokerage_activity_small,research_development_brokerage_activity_small_model,نموذج الوساطة العقارية صغير,Small Real Estate Brokerage Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
research_development_brokerage_activity_medium,research_development_brokerage_activity_medium_model,نموذج الوساطة العقارية متوسط,Medium Real Estate Brokerage Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
research_development_brokerage_activity_large,research_development_brokerage_activity_large_model,نموذج الوساطة العقارية كبير,Large Real Estate Brokerage Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
sports_economy_events_activity_small,sports_economy_events_activity_small_model,نموذج الفعاليات صغير,Small Events Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
sports_economy_events_activity_medium,sports_economy_events_activity_medium_model,نموذج الفعاليات متوسط,Medium Events Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
sports_economy_events_activity_large,sports_economy_events_activity_large_model,نموذج الفعاليات كبير,Large Events Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
sports_economy_media_activity_small,sports_economy_media_activity_small_model,نموذج الإعلام صغير,Small Media Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
sports_economy_media_activity_medium,sports_economy_media_activity_medium_model,نموذج الإعلام متوسط,Medium Media Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
sports_economy_media_activity_large,sports_economy_media_activity_large_model,نموذج الإعلام كبير,Large Media Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
sports_economy_sports_activity_small,sports_economy_sports_activity_small_model,نموذج الرياضة صغير,Small Sports Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
sports_economy_sports_activity_medium,sports_economy_sports_activity_medium_model,نموذج الرياضة متوسط,Medium Sports Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
sports_economy_sports_activity_large,sports_economy_sports_activity_large_model,نموذج الرياضة كبير,Large Sports Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
sports_economy_tourism_activity_small,sports_economy_tourism_activity_small_model,نموذج السياحة صغير,Small Tourism Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
sports_economy_tourism_activity_medium,sports_economy_tourism_activity_medium_model,نموذج السياحة متوسط,Medium Tourism Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
sports_economy_tourism_activity_large,sports_economy_tourism_activity_large_model,نموذج السياحة كبير,Large Tourism Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
creative_economy_consulting_activity_small,creative_economy_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
creative_economy_consulting_activity_medium,creative_economy_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
creative_economy_consulting_activity_large,creative_economy_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
creative_economy_maintenance_activity_small,creative_economy_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
creative_economy_maintenance_activity_medium,creative_economy_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
creative_economy_maintenance_activity_large,creative_economy_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
creative_economy_cleaning_activity_small,creative_economy_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
creative_economy_cleaning_activity_medium,creative_economy_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
creative_economy_cleaning_activity_large,creative_economy_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
creative_economy_security_activity_small,creative_economy_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
creative_economy_security_activity_medium,creative_economy_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
creative_economy_security_activity_large,creative_economy_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
environment_sustainability_software_activity_small,environment_sustainability_software_activity_small_model,نموذج البرمجيات صغير,Small Software Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
environment_sustainability_software_activity_medium,environment_sustainability_software_activity_medium_model,نموذج البرمجيات متوسط,Medium Software Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
environment_sustainability_software_activity_large,environment_sustainability_software_activity_large_model,نموذج البرمجيات كبير,Large Software Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
environment_sustainability_hardware_activity_small,environment_sustainability_hardware_activity_small_model,نموذج الأجهزة صغير,Small Hardware Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
environment_sustainability_hardware_activity_medium,environment_sustainability_hardware_activity_medium_model,نموذج الأجهزة متوسط,Medium Hardware Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
environment_sustainability_hardware_activity_large,environment_sustainability_hardware_activity_large_model,نموذج الأجهزة كبير,Large Hardware Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
environment_sustainability_it_services_activity_small,environment_sustainability_it_services_activity_small_model,نموذج خدمات تكنولوجيا المعلومات صغير,Small IT Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
environment_sustainability_it_services_activity_medium,environment_sustainability_it_services_activity_medium_model,نموذج خدمات تكنولوجيا المعلومات متوسط,Medium IT Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
environment_sustainability_it_services_activity_large,environment_sustainability_it_services_activity_large_model,نموذج خدمات تكنولوجيا المعلومات كبير,Large IT Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
environment_sustainability_telecom_activity_small,environment_sustainability_telecom_activity_small_model,نموذج الاتصالات صغير,Small Telecommunications Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
environment_sustainability_telecom_activity_medium,environment_sustainability_telecom_activity_medium_model,نموذج الاتصالات متوسط,Medium Telecommunications Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
environment_sustainability_telecom_activity_large,environment_sustainability_telecom_activity_large_model,نموذج الاتصالات كبير,Large Telecommunications Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
